"Portfolio","Expected_Return","Expected_Var","Expected_SD","Expected_Sharpe","Actual_Return","Actual_SD","Actual_Var","Actual_Sharpe","Max_Draw_Down"
"MDY",8.94704161817443,269.136228293613,16.4053719340225,0.545372677569076,13.175737019812,11.7719166996069,138.578022782483,1.11925163556858,12.6553359300771
"SPY",8.07388086353118,217.59899857735,14.7512371880243,0.547335844486721,13.2116420154916,10.2654064657705,105.378569907483,1.28700622420994,8.49109008185027
"TR06",6,15.1239051077364,3.88894652929768,1.54283427524615,6.09503758111551,3.29626407562062,10.865356856227,1.84907441918711,2.080248756656
"TR08",8,28.5970048803287,5.34761674770441,1.49599351962427,8.12169494583188,4.5487156480508,20.6908140468222,1.78549190018333,2.85549011525965
"TR10",10,46.9062510683405,6.84881384389593,1.46010684885421,9.99401996105902,5.77324240314148,33.3303278454308,1.73109307788996,3.97858413009539
"TR12",12,75.1138189050575,8.66682288414027,1.38459042724402,11.8674369249148,7.28502720520642,53.0716213805977,1.62901751642512,5.39851090768506
